                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4345,                 2.2052,                 1.6863,                 0.3307,                0.36105,                0.26483,                0.13564,                 2.0125,                 2.6152,                 2.3244,             0.00055522,             0.00055522,             0.00055522
